tf,cond,state,bend_uu,bend_pp,shortening,minor_w,major_w,inclin,tip,xdisp,ydisp,minor_w_cp,major_w_cp
foxa,relaxed,004,24.5785,31.032,3.2903,6.1814,12.4735,5.6258,0.4732,-0.6081,-0.2103,6.3022,12.6857
foxa,relaxed,005,27.9785,37.523,5.4096,6.3605,13.57,7.9625,-0.7784,-0.0334,-0.5282,7.055,13.0786
foxa,relaxed,006,30.9457,45.2056,6.794,5.5404,13.7246,-1.6364,2.547,-0.1535,-0.2117,6.2462,13.66
foxa,relaxed,007,20.2444,26.9554,3.0653,6.0553,12.7883,6.1849,4.3345,-0.666,-0.2185,6.2256,13.3238
foxa,relaxed,008,21.5228,29.0765,2.688,5.67,13.5462,3.727,1.0636,-0.5967,-0.4994,5.9588,13.3529
foxa,relaxed,009,26.4737,37.2045,3.7581,5.4846,13.2262,4.6552,-3.173,-0.9049,-0.661,5.7511,13.0971
foxa,relaxed,010,37.2949,34.8415,51.1441,9.8821,15.0512,6.6706,0.7317,-0.6659,-1.5939,7.2483,15.5831
foxa,relaxed,011,40.5812,43.5212,7.1064,5.9674,13.6322,5.9234,-4.4228,-0.5836,-0.1265,6.4929,13.4943
foxa,relaxed,012,14.6273,22.7869,3.5108,6.0749,13.5756,6.4621,2.2863,-0.9099,0.1379,6.18,13.4644
foxa,relaxed,013,44.577,54.555,10.7347,6.3208,14.5139,6.9484,2.0985,-0.1075,-0.3303,6.57,13.6512
foxa,relaxed,014,21.2809,32.5969,18.6285,7.993,11.9163,11.501,0.5119,-0.5141,-1.7652,5.9013,11.78
foxa,relaxed,015,25.5871,33.529,3.3217,6.5129,12.1892,6.0871,1.3015,-0.534,-0.6618,6.7767,12.2729
foxa,relaxed,017,18.1339,30.9242,2.3452,6.4457,12.8135,5.629,1.7225,-0.5896,-0.4355,6.5767,12.8157
foxa,relaxed,018,131.5175,52.1217,29.6951,6.065,15.9674,7.375,-1.5878,-0.9492,1.487,8.1283,15.516
foxa,relaxed,019,9.5388,5.1998,10.3416,4.9571,13.6241,9.1851,-2.0167,-0.8167,0.173,6.195,13.7511
foxa,relaxed,020,20.9873,28.8208,3.4778,6.2439,13.2582,4.2112,3.218,-0.5836,-0.6774,6.7944,13.1186
foxa,relaxed,021,26.8365,34.7763,5.0806,5.5947,13.1133,6.5489,-2.4001,-0.5154,-0.4593,5.7163,13.2429
foxa,relaxed,022,20.0946,28.5156,2.3443,5.5336,13.4,3.5459,0.0286,-0.4908,-0.4004,5.7637,13.2843
foxa,relaxed,023,27.7421,25.7105,5.0001,7.0927,12.1086,6.2032,3.7072,-0.4484,-0.8994,7.3411,11.8737
foxa,relaxed,024,15.7773,20.7346,3.0072,5.2224,14.8063,7.6159,-2.1602,-0.8108,-0.0787,5.6725,14.7163
foxa,relaxed,025,16.4895,20.1229,2.9033,6.0508,12.5559,7.8344,-0.4771,0.3147,0.1906,6.3156,12.3789
foxa,relaxed,026,30.3096,39.1488,5.0341,4.6235,14.95,2.0505,-2.3982,-0.6684,-0.5461,5.0875,14.9029
foxa,relaxed,027,26.0053,29.4161,3.84,6.3974,13.3428,2.6438,3.4322,-0.655,-0.2867,6.5533,13.4943
foxa,relaxed,028,23.0621,30.7987,3.1403,5.6418,13.525,5.6531,1.9414,-0.6775,-0.5669,5.9263,13.4986
foxa,relaxed,029,20.0732,27.1204,2.3328,6.1388,12.8396,2.4626,1.0302,-0.5619,-0.463,6.2263,12.8686
foxa,relaxed,030,21.3131,30.5697,2.9846,5.8066,12.3386,5.5883,4.1759,-0.8083,-0.5277,6.1289,12.8586
foxa,relaxed,031,21.7,34.8977,2.8635,6.3327,12.463,6.8549,1.3177,-0.63,-0.4819,6.3978,12.34
foxa,relaxed,032,10.5557,14.5664,2.8809,6.4728,14.0668,8.1248,6.9238,-0.8675,-1.1616,6.7767,13.81
foxa,relaxed,033,20.1417,27.7978,2.682,4.9674,14.4178,4.3849,-4.122,-0.7046,-0.2436,5.5113,13.9125
foxa,relaxed,034,20.7603,26.4403,3.3953,6.4732,11.759,7.5945,2.5565,-0.7126,-0.4567,6.6211,11.7283
foxa,relaxed,035,57.0906,62.4625,14.7799,7.242,10.33,7.6385,-4.079,-1.0277,-0.9086,6.348,12.1467
foxa,relaxed,036,143.922,35.4245,12.8784,9.1997,13.764,0.9373,-3.2409,0.3679,0.3145,9.4489,15.5633
foxa,relaxed,037,21.4546,31.2145,3.5578,6.3624,12.3543,7.0548,3.567,-0.6421,-0.4358,6.5356,13.1913
foxa,relaxed,038,21.6465,30.9567,3.1707,6.6506,11.48,4.4925,1.1121,-0.4207,-0.4458,6.7889,11.6283
foxa,relaxed,039,18.5272,24.5385,7.5587,5.9959,12.5547,4.0976,1.6737,-0.3657,-0.6059,6.3433,12.74
foxa,relaxed,040,16.9355,23.0182,2.1339,6.3533,12.2783,4.3066,0.4347,-0.6181,-0.3297,6.4689,12.33
foxa,relaxed,041,26.7061,35.2411,3.4358,6.7697,11.7696,6.3596,1.6306,-0.8315,-0.2211,6.88,12.055
foxa,relaxed,042,18.504,25.7641,4.1569,5.9766,14.3011,5.9077,3.8227,-1.169,-0.3554,6.1443,14.0471
foxa,relaxed,043,21.7441,28.9543,3.9505,6.2663,13.4296,8.1743,4.3744,-0.7714,-0.3494,6.38,13.6375
foxa,relaxed,044,26.9298,33.7489,4.0941,5.7311,14.1879,3.341,4.9935,-1.1052,-0.2558,6.0244,13.044
foxa,relaxed,045,24.2568,36.3615,3.7802,6.2483,12.8316,4.7111,2.4234,-0.6062,-0.6264,6.3487,13.0129
foxa,relaxed,046,15.615,18.482,2.8997,6.2197,12.3129,4.1684,1.654,-0.3169,-0.5284,6.1756,12.3886
foxa,relaxed,047,40.7076,28.7454,42.5341,7.3698,12.6108,8.2615,3.1962,-0.0537,0.2806,6.8785,12.2617
foxa,relaxed,048,23.8835,31.5691,2.8639,6.2206,11.4683,7.0253,0.8242,-0.5533,-0.3836,6.5633,11.825
foxa,relaxed,049,29.3399,36.0022,26.3218,5.8203,14.0856,0.9245,4.4904,0.2043,-1.2117,6.4844,13.9787
foxa,relaxed,050,11.7382,15.7118,14.0327,6.6797,13.6603,10.9022,-0.8237,-0.5946,-0.4188,7.166,13.4233
foxa,relaxed,051,23.6474,29.8425,2.4981,5.9433,12.6732,3.5638,1.4498,-0.7219,-0.3976,6.2211,13.0171
foxa,relaxed,052,20.7119,27.8637,2.5782,4.7349,14.3535,2.3803,-0.0662,-0.7501,-0.4419,5.4188,14.6029
foxa,relaxed,053,15.7631,22.8504,2.0521,6.3508,12.213,4.6595,0.9554,-0.6257,-0.3639,6.4656,12.3457
foxa,relaxed,054,28.367,35.867,3.9109,5.8824,13.1319,5.4206,0.9967,-0.8183,-0.6943,5.9663,13.0057
foxa,relaxed,055,27.558,36.0186,3.8656,6.3214,11.8052,5.7798,1.6044,-0.6733,-0.6106,6.6522,12.0113
foxa,relaxed,056,4.5689,6.426,4.9039,6.1456,14.7144,12.2876,1.2079,-1.8451,0.749,6.4,14.6943
foxa,relaxed,057,20.3134,12.3282,32.6315,8.9186,12.9013,8.711,10.3841,-0.0784,0.4645,7.07,12.5788
foxa,relaxed,058,8.9206,12.5948,7.0079,5.6454,13.5203,9.1244,10.8187,-0.8073,-0.4846,5.26,13.3767
foxa,relaxed,059,21.9205,31.1632,3.3396,5.8651,12.9826,5.2915,-0.5948,-0.7188,-0.5969,6.2313,12.9529
foxa,relaxed,060,18.2545,5.7367,28.2024,4.7924,14.3203,9.6482,-3.502,-0.615,-1.296,5.4133,14.5717
foxa,relaxed,061,20.0358,24.9047,2.935,5.7748,12.9563,5.9669,0.9348,-0.5718,-0.4043,6.0025,13.0414
foxa,relaxed,062,32.453,37.935,5.2529,6.4214,12.146,11.0801,-0.2523,-0.4702,-0.6063,6.6378,12.48
foxa,relaxed,063,24.4322,30.5435,3.5245,6.7869,12.4831,7.1077,0.9916,-0.537,-0.4615,6.9322,12.5114
foxa,relaxed,064,24.7013,35.5076,3.4529,5.1638,13.6888,4.494,0.2063,-0.6987,-0.4746,5.49,13.6271
foxa,relaxed,065,25.2196,33.9401,3.5499,6.7255,11.76,7.8798,1.643,-1.1466,-0.9226,6.8913,12.3757
foxa,relaxed,066,19.8177,23.9101,3.7997,4.5674,13.5163,3.7384,0.0799,-0.3764,-0.0063,5.2663,13.3022
foxa,relaxed,067,24.4602,31.3538,3.0136,6.02,12.7842,4.9026,2.7732,-0.7155,-0.5542,6.14,12.9329
foxa,relaxed,068,25.8331,35.8669,3.0209,6.2997,12.027,6.767,3.3153,-0.6292,-0.4381,6.4413,12.2786
foxa,relaxed,069,24.8411,33.6046,3.1001,5.887,12.495,4.6666,0.8963,-0.6751,-0.4664,6.23,12.495
foxa,relaxed,071,23.236,30.4823,4.1101,5.9741,12.2087,7.773,-0.5859,-0.8339,-0.3935,6.1667,12.7443
foxa,relaxed,072,21.6783,31.2352,2.7892,5.4328,14.1356,6.2387,-2.01,-0.8429,-0.4838,5.6513,14.0129
foxa,relaxed,073,27.6995,36.4716,4.1297,6.0274,12.613,6.4522,2.168,-0.7485,-0.4652,6.2456,12.63
foxa,relaxed,074,18.1273,17.9099,14.7248,7.7408,13.7838,3.666,-2.3923,-0.2703,-1.0085,6.6787,12.9087
foxa,relaxed,075,22.221,25.9786,2.547,6.7359,13.4726,5.246,2.8462,-0.5905,-0.3652,6.2488,13.22
foxa,relaxed,076,26.3379,24.0425,4.7008,5.9582,13.7121,4.7521,3.5409,-0.9522,-0.007,6.1922,13.695
foxa,relaxed,077,32.3102,38.1457,6.6484,5.9011,13.6508,7.2629,-1.5283,-0.79,-0.6149,6.3478,13.9029
foxa,relaxed,078,11.3687,15.3686,14.8779,5.7208,13.5241,8.7129,-6.6115,-0.5553,0.5951,5.5722,13.9267
foxa,relaxed,079,26.1256,34.8441,4.3802,6.3656,12.2011,4.8232,1.3321,-0.4675,-0.1643,6.6722,12.0638
foxa,relaxed,080,25.8662,37.6316,3.0935,6.0348,12.9642,5.7712,1.3613,-0.8179,-0.5036,6.1913,12.7838
foxa,relaxed,081,22.4964,33.5027,2.8122,6.144,13.1088,5.639,1.4865,-0.7689,-0.5835,6.3878,13.0557
foxa,relaxed,082,31.905,27.6766,5.654,4.6397,14.5669,6.8976,-13.4039,-1.3778,0.5237,4.735,14.13
foxa,relaxed,083,24.442,26.5567,3.1776,6.5938,11.6723,4.3806,3.1842,-0.2175,-0.5857,6.6978,11.7714
foxa,relaxed,084,23.8685,34.6381,2.959,5.9824,12.0968,5.092,0.5585,-0.6735,-0.4984,6.2144,12.6463
foxa,relaxed,085,24.1088,32.7903,3.8138,5.9497,13.2707,3.4526,1.0189,-0.743,-0.613,6.2878,13.0087
foxa,relaxed,086,34.053,43.3486,16.9649,6.7251,12.77,5.1761,3.0647,0.1671,-1.2819,7.4056,13.1111
foxa,relaxed,087,21.8726,31.2922,2.4166,5.8036,12.9467,3.7366,1.3806,-0.6435,-0.441,6.0689,12.7267
foxa,relaxed,088,22.7974,29.8383,2.6687,5.9909,12.5586,4.752,0.3347,-0.7193,-0.2782,6.2422,12.4771
foxa,relaxed,089,26.8005,33.4036,4.1177,5.7432,13.0337,5.9559,2.1328,-0.4118,-0.5033,6.0756,13.1625
foxa,relaxed,090,28.2426,37.9967,4.2162,5.957,13.1608,6.7259,2.8332,-1.3893,-0.5333,6.2263,13.0657
foxa,relaxed,091,29.0568,39.9122,6.0929,6.1449,13.6814,7.7936,2.0784,-0.7073,-0.265,6.3262,13.7043
foxa,relaxed,092,15.8201,22.9355,2.0754,6.3083,12.2061,4.6376,0.9076,-0.6314,-0.3631,6.47,12.3371
hsf,crystal,crystal,1.4134,11.1466,0.8086,6.5976,12.7943,0.5885,-0.0,-0.0067,0.0,6.4962,12.55
hsf,frozen,001,2.0431,11.0068,0.9979,6.5883,12.4781,1.2401,0.3072,-0.0304,0.1223,6.4013,12.4186
hsf,frozen,002,12.464,17.1407,1.1018,6.5179,12.644,4.0981,-0.8476,-0.3515,0.1029,6.3487,12.5938
hsf,frozen,003,14.5267,19.6726,1.6521,6.6763,12.89,4.1267,-0.7339,-0.3847,0.0945,6.5488,12.5962
hsf,frozen,004,15.547,18.6176,1.4991,6.6293,13.4915,6.0665,-3.2879,-0.9549,-0.7355,6.5757,13.095
hsf,frozen,005,13.6378,18.4786,1.3813,6.5704,12.905,3.4215,-0.7773,-0.4831,0.0336,6.4162,12.6871
hsf,frozen,006,15.4074,19.4471,1.5853,6.6054,13.1465,3.8977,0.4994,-0.5123,0.0667,6.5537,12.6825
hsf,frozen,007,1.246,11.086,0.8217,6.6179,12.7957,0.5374,0.0348,-0.0078,0.0135,6.5175,12.5357
hsf,frozen,008,16.8654,20.7267,1.5368,6.651,13.1105,4.3298,-0.4563,-0.6443,0.0615,6.5575,12.7562
hsf,frozen,009,13.0105,16.5425,1.6395,6.6257,13.0586,3.2997,-1.7011,-0.3874,0.0229,6.43,12.9187
hsf,frozen,010,9.6111,14.0252,1.1941,6.6437,12.7455,4.5682,-3.1406,-0.3722,0.0155,6.4225,12.7975
hsf,frozen,011,11.5711,15.4901,1.1759,6.5975,12.999,4.5146,-3.3429,-0.57,-0.0277,6.4275,12.8529
hsf,frozen,012,12.8323,19.1664,1.2282,6.4972,13.1657,3.6267,-0.1803,-0.2726,0.0284,6.285,12.9071
hsf,frozen,013,17.1142,21.238,2.107,6.6275,13.1319,4.1313,-0.9076,-0.3354,-0.0846,6.4962,12.65
hsf,frozen,014,20.0405,27.731,3.3659,6.4886,13.2375,4.2861,0.4641,-0.2661,-0.3296,6.215,12.7514
hsf,frozen,015,12.0874,16.2496,1.4316,6.6031,13.0905,3.2087,0.4463,-0.4374,0.0225,6.4975,12.7467
hsf,frozen,016,12.2016,19.0244,1.3205,6.525,13.049,3.6393,0.7984,-0.4707,-0.0462,6.4737,12.875
hsf,frozen,017,15.1962,18.2071,1.5203,6.589,13.2081,4.4104,0.1785,-0.5462,-0.0124,6.4837,12.8057
hsf,frozen,018,12.5232,19.195,1.2599,6.5677,13.1768,4.1702,-1.5069,-0.3094,0.0476,7.1033,12.7733
hsf,frozen,019,12.4204,18.6312,1.1776,6.4555,13.2279,4.2886,-0.7138,-0.3441,0.0998,6.3087,12.7475
hsf,frozen,020,6.2455,13.8484,1.1062,6.5638,12.8036,3.8948,-0.553,-0.2669,0.0853,6.325,12.5188
hsf,frozen,021,19.1779,24.3716,4.0461,6.4873,13.2523,3.8508,0.5179,-0.3005,-0.3086,6.3187,12.8562
hsf,frozen,022,11.6786,16.8438,1.6153,6.5855,12.9895,3.3535,-2.3624,-0.3223,0.0649,6.3463,12.825
hsf,frozen,023,13.9485,17.897,1.4862,6.6257,13.063,4.4368,-1.5137,-0.5585,-0.1091,6.4625,12.8614
hsf,frozen,024,10.4016,15.5789,1.2517,6.5631,13.0948,3.3372,-0.2978,-0.4429,0.007,6.4825,12.7937
hsf,frozen,025,1.2473,11.1223,0.7873,6.5955,12.7829,0.5445,-0.099,0.0081,0.0086,6.495,12.5425
hsf,frozen,026,6.8196,11.9251,0.897,6.4745,13.2395,2.3159,1.9875,-0.237,0.0492,6.3788,12.7075
hsf,frozen,027,12.1651,17.4997,1.2479,6.3893,12.6705,4.0422,-0.4462,-0.3532,0.0353,6.1925,12.5438
hsf,frozen,028,12.2235,16.4625,1.117,6.5807,13.0215,3.4369,0.0163,-0.5373,0.0114,6.4562,12.7829
hsf,frozen,029,15.2956,19.3341,1.3971,6.63,13.0324,3.8693,-1.2257,-0.5413,0.0594,6.4975,12.7114
hsf,frozen,030,15.1557,20.3288,1.3143,6.6121,12.9729,3.7893,-0.1982,-0.4806,0.1359,6.5088,12.67
hsf,frozen,031,14.6845,20.8318,1.3728,6.5503,12.791,4.1743,-1.3248,-0.3434,0.1346,6.3788,12.5087
hsf,frozen,032,11.4146,15.9658,1.6895,6.5541,13.1987,4.4651,-4.0777,-0.4755,0.1273,6.9833,12.9814
hsf,frozen,033,9.8782,15.7406,1.3961,6.4686,13.04,3.6449,-3.4165,-0.3598,0.0646,6.3075,12.8963
hsf,frozen,034,10.6771,17.0115,1.0858,6.5511,12.8871,4.3739,-1.2993,-0.2412,0.0779,7.1022,12.5237
hsf,frozen,035,15.6742,18.8349,1.602,6.6434,13.0514,4.3521,-1.8983,-0.3716,0.1258,6.4625,12.745
hsf,frozen,036,9.8391,14.175,1.5055,6.6903,12.9519,1.8787,0.6988,-0.301,0.0713,6.5862,12.705
hsf,frozen,038,13.2969,14.8223,1.3671,6.4337,12.6553,4.4871,-1.6796,-0.4743,-0.0085,6.3,12.5425
hsf,frozen,039,11.0993,16.5315,1.0705,6.5793,12.962,3.6977,0.8091,-0.4446,-0.0038,6.4337,12.755
hsf,frozen,040,13.1583,17.2459,1.2902,6.6831,12.7819,3.7056,-0.2853,-0.5468,0.0553,6.5675,12.6212
hsf,frozen,041,12.6925,15.4955,1.4475,6.7374,12.79,4.0198,-0.5717,-0.374,0.0987,6.6,12.6312
hsf,frozen,042,8.1905,13.8054,1.061,6.5952,13.1645,3.6228,-2.2319,-0.3499,0.0646,6.4138,12.7338
hsf,frozen,043,10.0223,14.1514,1.1986,6.5786,12.7017,3.1833,-2.2361,-0.3626,0.0603,6.4162,12.7657
hsf,frozen,044,13.9611,18.9663,3.4986,6.4853,13.1359,3.5382,-1.1519,-0.547,0.4807,6.3814,12.82
hsf,frozen,045,11.2606,16.5537,1.1427,6.5217,13.1124,3.5819,-0.2219,-0.4473,0.0567,6.38,12.7686
hsf,frozen,047,11.1097,17.0703,1.4708,6.72,12.9968,2.8252,-0.4271,-0.2851,-0.1404,6.5825,12.565
hsf,frozen,048,11.7636,16.6916,1.118,6.6883,12.911,3.4398,0.0252,-0.4969,-0.0348,6.5762,12.6057
hsf,frozen,049,11.0505,16.3996,1.2484,6.6261,12.961,3.3089,-1.624,-0.4221,0.0217,6.5038,12.7271
hsf,frozen,050,11.6622,15.035,1.0175,6.64,12.9352,4.0277,0.4695,-0.4557,-0.0187,6.5587,12.6788
hsf,frozen,051,13.8887,18.729,1.2166,6.6193,13.0,3.7507,0.2276,-0.5684,0.0003,6.5163,12.6837
hsf,frozen,052,13.9994,19.5566,1.2959,6.625,13.0655,4.5319,-1.6121,-0.44,0.0651,6.4763,12.8357
hsf,frozen,053,12.7656,16.5479,1.3822,6.6203,12.8786,4.2578,-3.2817,-0.4038,0.0896,6.4763,12.6888
hsf,frozen,054,12.4806,17.2558,1.4871,6.6673,12.93,3.6205,-2.4376,-0.3422,0.1364,6.4938,12.6387
hsf,frozen,055,18.927,23.7507,3.1636,6.5729,12.9795,4.4515,-0.413,-0.2835,-0.175,6.4375,12.6943
hsf,frozen,056,14.2826,18.3644,2.1565,6.4324,12.941,4.5995,-0.2055,-0.4375,-0.1523,6.3788,12.5512
hsf,frozen,057,12.0372,17.3119,1.558,6.7117,13.0065,4.424,-1.5346,-0.5455,0.1131,6.5825,12.6188
hsf,frozen,058,13.2554,17.4526,1.0446,6.61,12.9271,4.2335,0.2899,-0.532,0.031,6.44,12.7725
hsf,frozen,059,23.1369,29.6483,6.461,6.6843,12.8746,4.9708,-0.6081,-0.3465,-0.3523,6.4838,12.7214
hsf,frozen,060,13.3107,17.6309,1.1495,6.6387,12.9609,4.4769,-1.4115,-0.4604,-0.0045,6.49,12.6671
hsf,frozen,061,10.9584,15.8547,1.5716,6.5723,12.9367,2.6428,0.3553,-0.3334,0.1169,6.4662,12.5887
hsf,frozen,062,8.4689,13.8944,1.0702,6.4797,13.0438,3.3411,-1.6273,-0.355,-0.048,7.0144,12.7629
hsf,frozen,063,12.3935,18.0748,1.1035,6.5348,13.0486,3.4382,0.8319,-0.4565,0.0031,7.1356,12.7014
hsf,frozen,064,12.2693,16.416,1.3084,6.4879,12.993,3.2876,-2.2701,-0.5591,0.0195,6.3563,12.8688
hsf,frozen,065,10.4493,13.164,2.3105,6.594,12.9296,4.0826,-1.9775,-0.2515,-0.3373,6.4337,12.9012
hsf,frozen,066,18.696,25.7779,3.7563,6.503,13.1677,5.4487,-1.726,-0.2805,-0.1192,6.3625,12.8114
hsf,frozen,067,13.3442,18.5577,1.3489,6.6029,13.07,4.2549,-2.2978,-0.4629,0.0265,6.4337,12.8225
hsf,frozen,068,13.8185,18.5519,1.3286,6.6987,12.6891,3.8969,-1.3179,-0.3125,0.1315,6.4787,12.6113
hsf,frozen,069,9.5708,15.0212,1.3379,6.5684,13.0268,2.5382,0.3631,-0.3037,0.0942,6.4212,12.6825
hsf,frozen,070,14.2212,17.3473,1.5508,6.6214,13.146,3.9579,-0.8334,-0.6417,0.0329,6.5613,12.7263
hsf,frozen,071,13.0529,18.253,1.2741,6.5429,12.9013,4.2415,-0.43,-0.3526,0.0426,6.3625,12.7238
hsf,frozen,072,11.0412,18.9258,1.9591,6.4345,12.8211,4.7134,-1.076,-0.445,0.0094,7.0978,12.5557
hsf,frozen,073,19.1958,25.7293,4.8288,6.6273,13.1918,4.8435,0.1368,-0.2805,-0.2858,7.1456,12.8429
hsf,frozen,074,1.1967,11.0542,0.8061,6.6031,12.7905,0.4473,-0.0548,-0.0047,0.0001,6.4962,12.55
hsf,frozen,075,10.6065,17.0649,1.1326,6.6787,12.4932,3.8945,-0.1054,-0.2546,0.0323,6.4737,12.3038
hsf,frozen,076,13.3385,16.9599,1.1383,6.5104,12.3995,4.6695,-0.8704,-0.3872,0.1446,6.3662,12.4113
hsf,frozen,077,5.6561,9.2297,1.844,6.5367,13.4124,4.2,0.8436,-0.5728,-0.1241,6.4075,12.8029
hsf,frozen,078,10.7931,14.081,2.8456,6.5613,13.373,2.8619,0.9417,-0.0611,-0.4872,6.4943,12.8
hsf,frozen,079,12.3467,17.6114,1.1242,6.6352,13.1076,3.005,-1.6368,-0.4311,0.1404,6.5325,12.7714
hsf,frozen,080,9.221,15.7612,0.9458,6.5272,12.5285,3.4648,-0.9536,-0.3155,0.1792,6.3362,12.4563
hsf,frozen,081,12.1585,16.164,1.1446,6.4114,12.761,3.815,-0.8435,-0.4014,0.0014,6.2687,12.73
hsf,frozen,082,15.1661,18.423,1.6997,6.561,12.9709,3.6896,-1.6311,-0.6373,0.1914,6.4838,12.6457
hsf,frozen,083,14.4715,18.7485,1.3546,6.4146,12.6865,3.5428,-1.4922,-0.454,0.0614,6.2313,12.6612
hsf,frozen,084,12.0948,17.2849,1.4976,6.5103,13.2224,3.238,-0.2111,-0.4047,0.0802,6.3863,12.84
hsf,frozen,085,20.4899,26.8314,5.1183,6.47,13.4381,5.362,-0.8799,-0.2591,-0.2633,6.3388,12.9617
hsf,frozen,086,17.2178,21.6783,2.6101,6.6664,13.1762,4.035,-1.1902,-0.4817,-0.1534,6.525,12.7863
hsf,frozen,087,10.5399,16.312,1.3633,6.728,12.9529,3.5392,0.777,-0.2904,0.0993,6.5875,12.6275
hsf,frozen,088,6.7534,12.1933,2.171,6.584,13.1395,4.5384,0.9293,-0.6491,-0.6092,6.5414,12.6
hsf,frozen,089,0.8643,10.6217,0.8007,6.6159,12.7781,0.4474,-0.3595,0.0064,-0.0036,6.5075,12.5343
hsf,frozen,090,15.9966,22.9304,1.5154,6.5434,12.79,4.1953,-1.5479,-0.4583,0.1427,6.37,12.6088
hsf,frozen,091,14.8546,18.5774,1.6087,6.6343,13.144,3.7757,-1.1632,-0.5324,-0.0093,6.4838,12.8117
hsf,frozen,092,15.0099,20.3481,1.4573,6.5715,13.0239,3.0136,-1.3023,-0.5158,0.0276,6.5225,12.6062
hsf,frozen,093,11.011,15.332,1.1923,6.6303,12.8719,3.7265,-3.3207,-0.4545,0.0784,6.5187,12.82
hsf,frozen,094,12.7814,18.7376,1.1188,6.6404,12.804,3.4749,0.3323,-0.482,0.0266,6.495,12.55
hsf,frozen,095,8.3982,14.7418,1.1013,6.41,12.478,3.3354,-1.0431,-0.2395,0.1699,6.2538,12.4663
hsf,frozen,096,12.0758,15.6691,1.3728,6.7,12.9681,3.814,-0.7908,-0.5565,0.0362,6.5288,12.735
hsf,frozen,097,18.0946,22.9534,4.81,6.4807,12.9627,5.0554,0.7565,-0.4084,-0.5349,6.5214,12.96
hsf,frozen,098,13.2613,17.4617,1.5925,6.6556,12.7681,3.8721,-2.0403,-0.2966,0.0823,6.45,12.6263
hsf,frozen,099,10.5567,15.6544,1.1085,6.5017,12.4919,3.584,-1.0313,-0.3569,0.0858,6.3025,12.4675
hsf,relaxed,001,10.4728,16.7383,1.3468,6.391,12.742,1.1797,-0.3729,-0.2708,0.3989,6.2512,12.6425
hsf,relaxed,002,13.5402,18.2898,1.4933,6.3886,12.7014,4.6143,-0.3539,-0.6236,-0.0291,6.3243,12.5443
hsf,relaxed,003,15.964,19.0488,1.8174,6.1717,13.15,4.0811,-1.137,-0.575,0.0871,6.0075,12.9537
hsf,relaxed,004,28.4123,31.6199,2.0046,6.3355,13.5029,3.198,-5.0094,-0.826,0.3508,6.2888,13.3663
hsf,relaxed,005,11.4048,16.7645,1.2961,6.4548,13.1971,3.0314,-0.3301,-0.5795,0.0429,6.3563,12.99
hsf,relaxed,006,16.4424,19.248,1.5578,6.4086,13.2385,4.2579,-1.4887,-0.6141,0.1005,6.9511,12.7587
hsf,relaxed,007,9.3139,14.1938,1.2266,6.4643,12.9141,2.6669,0.4375,-0.3158,0.0058,6.3175,12.82
hsf,relaxed,008,11.7199,18.1827,1.3366,6.4864,13.2215,2.4377,0.1164,-0.5765,0.1149,6.3762,12.8529
hsf,relaxed,009,19.0579,22.3286,2.9073,6.5928,13.5943,2.4308,0.4412,-0.7159,0.1959,6.4875,13.1029
hsf,relaxed,010,13.6521,16.0052,1.3351,6.4462,13.0495,4.9642,-2.1486,-0.609,-0.0867,6.3087,12.8763
hsf,relaxed,011,16.0731,19.1106,1.6523,6.0813,13.5967,3.8512,-3.4952,-0.7565,0.0495,6.1029,13.47
hsf,relaxed,012,15.5184,20.092,1.4789,6.3261,13.3417,3.7058,1.1781,-0.5177,0.1062,6.13,13.0262
hsf,relaxed,013,18.5132,19.7328,1.4463,6.4886,13.3925,4.7324,-0.8402,-0.8101,0.1042,6.42,12.7275
hsf,relaxed,014,51.2756,45.1946,30.1435,8.0863,15.4126,6.2644,1.425,-0.5084,1.2781,6.9767,15.7133
hsf,relaxed,015,16.317,17.9635,1.7967,6.39,13.2329,3.8388,0.5316,-0.6675,0.0695,6.25,12.8125
hsf,relaxed,016,11.3985,18.4132,1.1735,6.4269,13.3032,3.336,0.6698,-0.5703,-0.0194,6.3762,13.16
hsf,relaxed,017,19.9585,20.8639,1.7964,6.3104,13.461,4.5872,-0.8329,-0.944,-0.0193,6.2412,13.0237
hsf,relaxed,018,10.9898,18.5569,1.2112,6.4159,13.2486,3.6951,-1.4206,-0.3717,0.0755,6.9767,12.8957
hsf,relaxed,019,12.5548,19.3037,1.454,6.4438,13.18,3.5394,-0.9221,-0.5184,0.1264,6.2763,12.97
hsf,relaxed,020,9.3339,15.0078,1.4947,6.0468,13.0514,4.7799,-0.8642,-0.6047,0.159,6.6367,12.5388
hsf,relaxed,021,14.673,17.513,1.3354,6.2166,13.098,3.153,-0.7278,-0.6973,0.1505,6.12,12.7363
hsf,relaxed,022,11.924,13.5509,1.7981,6.1372,13.4945,2.7627,0.0759,-0.6302,-0.0094,6.0687,13.1587
hsf,relaxed,023,18.6916,19.5449,2.0799,6.4029,13.3938,4.2839,-0.8855,-0.849,0.0216,6.2725,13.0638
hsf,relaxed,024,10.7331,15.5267,1.2107,6.4331,13.4295,2.8427,0.0112,-0.5221,0.01,6.3712,12.9114
hsf,relaxed,025,10.2354,15.0152,1.36,6.4155,12.2843,4.7582,2.0607,-0.4415,0.0942,6.4375,12.0762
