arm,tf,cond,seed,run,n_epochs,best_epoch,val_min_epoch,val_loss_min,val_loss_final,val_rise_after_min,final_train_val_gap,gap_at_best
augmented,engrailed,relaxed,3,augmented_engrailed_fold0_dnarelax_s3,50,26.0,26,0.6621691889238156,0.6869636265398381,0.024794437616022513,0.34441569498897207,0.2619750515111901
augmented,lef1,relaxed,3,augmented_lef1_fold0_dnarelax_s3,50,49.0,49,0.6488891622965517,0.6738777668957936,0.024988604599241904,0.21208964314657158,0.19976740767661294
baseline,engrailed,relaxed,3,baseline_engrailed_fold0_dnarelax_s3,50,47.0,47,0.6058037009451278,0.6240179751109368,0.018214274165809008,0.22881774340810784,0.21560491431934153
augmented,egr1,relaxed,1,augmented_egr1_fold0_dnarelax_s1,50,49.0,49,0.7002023596176377,0.7282899794746002,0.02808761985696251,0.35751617709627165,0.32706692514020663
augmented,lef1,relaxed,5,augmented_lef1_fold0_dnarelax_s5,50,25.0,25,0.616755126202141,0.6718392613037709,0.055084135101629905,0.2656562619751553,0.1378805237538958
baseline,foxa,frozen,4,baseline_foxa_fold0_s4,50,28.0,28,0.604593322005451,0.6345244730862623,0.029931151080811236,0.2720868316906652,0.17116664303765222
augmented,engrailed,relaxed,1,augmented_engrailed_fold0_dnarelax_s1,50,40.0,40,0.6260235186211662,0.6314743248924547,0.005450806271288466,0.2874549555274402,0.2581785617584226
augmented,csl,frozen,5,augmented_csl_fold0_s5,50,23.0,23,0.6358479780488354,0.6726801707154253,0.03683219266658988,0.29355961702587813,0.1607981906459472
baseline,lef1,frozen,1,baseline_lef1_fold0_s1,50,21.0,21,0.6176486566237249,0.6602499772885873,0.04260132066486233,0.2584217939041423,0.09487069417489291
augmented,err,frozen,0,augmented_err_fold0,50,31.0,31,0.6451552948762033,0.6719385060366675,0.026783211160464226,0.29386785619491307,0.212196193528835
augmented,foxa,relaxed,5,augmented_foxa_fold0_dnarelax_s5,50,46.0,46,0.6736496152386923,0.6916514580411068,0.01800184280241457,0.29116846233200216,0.268884115197841
augmented,ets1,frozen,4,augmented_ets1_fold0_s4,50,49.0,49,0.7120885874969223,0.7334334967516236,0.02134490925470134,0.3120513710913861,0.290350342429811
augmented,runx,frozen,2,augmented_runx_fold0_s2,50,32.0,32,0.6410281080485133,0.644568191760665,0.0035400837121517537,0.24574223247533183,0.1774412490244655
baseline,csl,frozen,4,baseline_csl_fold0_s4,50,27.0,27,0.6340572063870458,0.6732419229463593,0.03918471655931355,0.22657501144424047,0.10701666883151639
