pilot,source,pairwise_ca_rmsd
hsf,bioemu,1.3181
hsf,bioemu,2.0625
hsf,bioemu,1.5265
hsf,bioemu,1.8206
hsf,bioemu,1.4854
hsf,bioemu,1.691
hsf,bioemu,1.685
hsf,bioemu,1.8393
hsf,bioemu,2.2682
hsf,bioemu,2.2031
hsf,bioemu,1.7809
hsf,bioemu,1.5667
hsf,bioemu,1.7764
hsf,bioemu,1.4751
hsf,bioemu,1.9206
hsf,bioemu,2.9898
hsf,bioemu,1.6592
hsf,bioemu,1.7822
hsf,bioemu,2.0875
hsf,bioemu,1.8512
hsf,bioemu,1.637
hsf,bioemu,1.7337
hsf,bioemu,1.601
hsf,bioemu,2.0188
hsf,bioemu,2.0879
hsf,bioemu,2.0459
hsf,bioemu,2.148
hsf,bioemu,1.9298
hsf,bioemu,2.7606
hsf,bioemu,2.2886
hsf,bioemu,1.8974
hsf,bioemu,1.4801
hsf,bioemu,2.1467
hsf,bioemu,1.525
hsf,bioemu,2.7749
hsf,bioemu,1.488
hsf,bioemu,1.7055
hsf,bioemu,2.0375
hsf,bioemu,1.6736
hsf,bioemu,1.6172
hsf,bioemu,1.6567
hsf,bioemu,1.7873
hsf,bioemu,1.6699
hsf,bioemu,1.7594
hsf,bioemu,1.3785
hsf,bioemu,2.5913
hsf,bioemu,1.9141
hsf,bioemu,1.4717
hsf,bioemu,2.4422
hsf,bioemu,1.7524
hsf,bioemu,1.823
hsf,bioemu,1.7961
hsf,bioemu,2.432
hsf,bioemu,1.725
hsf,bioemu,1.3748
hsf,bioemu,2.0283
hsf,bioemu,1.6829
hsf,bioemu,1.7316
hsf,bioemu,2.0413
hsf,bioemu,2.2678
hsf,bioemu,1.6893
hsf,bioemu,1.4956
hsf,bioemu,1.8171
hsf,bioemu,1.4736
hsf,bioemu,1.2813
hsf,bioemu,2.4163
hsf,bioemu,1.8916
hsf,bioemu,1.4669
hsf,bioemu,2.0649
hsf,bioemu,1.8544
hsf,bioemu,1.5193
hsf,bioemu,1.2165
hsf,bioemu,1.0755
hsf,bioemu,1.8191
hsf,bioemu,2.1167
hsf,bioemu,2.0186
hsf,bioemu,1.8016
hsf,bioemu,1.3822
hsf,bioemu,2.5562
hsf,bioemu,2.2988
hsf,bioemu,1.699
hsf,bioemu,1.464
hsf,bioemu,1.7571
hsf,bioemu,1.7389
hsf,bioemu,3.1447
hsf,bioemu,1.5182
hsf,bioemu,1.5795
hsf,bioemu,1.7063
hsf,bioemu,1.6208
hsf,bioemu,1.1212
hsf,bioemu,1.754
hsf,bioemu,1.6826
hsf,bioemu,1.7358
hsf,bioemu,1.3048
hsf,bioemu,1.3685
hsf,bioemu,2.9898
hsf,bioemu,1.7435
hsf,bioemu,1.7806
hsf,bioemu,2.5419
hsf,bioemu,1.5822
hsf,bioemu,1.54
hsf,bioemu,1.7822
hsf,bioemu,2.8266
hsf,bioemu,1.814
hsf,bioemu,2.4419
hsf,bioemu,1.7508
hsf,bioemu,1.954
hsf,bioemu,2.2405
hsf,bioemu,2.3059
hsf,bioemu,1.8673
hsf,bioemu,1.7835
hsf,bioemu,1.9486
hsf,bioemu,1.7304
hsf,bioemu,1.7517
hsf,bioemu,2.9312
hsf,bioemu,1.9149
hsf,bioemu,2.0105
hsf,bioemu,2.3724
hsf,bioemu,2.2286
hsf,bioemu,1.9494
hsf,bioemu,1.8518
hsf,bioemu,1.9707
hsf,bioemu,1.7609
hsf,bioemu,2.185
hsf,bioemu,2.4652
hsf,bioemu,1.8833
hsf,bioemu,1.642
hsf,bioemu,2.3877
hsf,bioemu,2.1651
hsf,bioemu,1.7385
hsf,bioemu,1.8392
hsf,bioemu,1.4993
hsf,bioemu,2.0546
hsf,bioemu,3.2146
hsf,bioemu,1.682
hsf,bioemu,2.0376
hsf,bioemu,1.9666
hsf,bioemu,1.7291
hsf,bioemu,1.5511
hsf,bioemu,2.1237
hsf,bioemu,1.6407
hsf,bioemu,1.905
hsf,bioemu,1.9894
hsf,bioemu,1.7472
hsf,bioemu,3.1751
hsf,bioemu,2.106
hsf,bioemu,1.9041
hsf,bioemu,2.6802
hsf,bioemu,1.9637
hsf,bioemu,1.5858
hsf,bioemu,2.1358
hsf,bioemu,3.1179
hsf,bioemu,1.7174
hsf,bioemu,1.5732
hsf,bioemu,1.7851
hsf,bioemu,2.2452
hsf,bioemu,2.0726
hsf,bioemu,1.7971
hsf,bioemu,1.6657
hsf,bioemu,1.7831
hsf,bioemu,1.3997
hsf,bioemu,1.6931
hsf,bioemu,2.7462
hsf,bioemu,1.8624
hsf,bioemu,1.6058
hsf,bioemu,2.1393
hsf,bioemu,1.893
hsf,bioemu,1.4733
hsf,bioemu,1.6442
hsf,bioemu,1.4079
hsf,bioemu,2.0614
hsf,bioemu,2.2356
hsf,bioemu,2.1254
hsf,bioemu,1.793
hsf,bioemu,1.6517
hsf,bioemu,2.7321
hsf,bioemu,2.1026
hsf,bioemu,1.9963
hsf,bioemu,1.6705
hsf,bioemu,1.878
hsf,bioemu,1.6668
hsf,bioemu,2.9048
hsf,bioemu,1.5748
hsf,bioemu,1.4363
hsf,bioemu,1.7844
hsf,bioemu,1.6341
hsf,bioemu,1.3812
hsf,bioemu,1.763
hsf,bioemu,1.6717
hsf,bioemu,1.7991
hsf,bioemu,1.6398
hsf,bioemu,1.499
hsf,bioemu,2.752
hsf,bioemu,1.9847
hsf,bioemu,1.5786
hsf,bioemu,2.3911
hsf,bioemu,1.6002
hsf,bioemu,1.546
hsf,bioemu,1.8763
hsf,bioemu,2.6132
hsf,bioemu,1.9841
hsf,bioemu,2.007
hsf,bioemu,2.4659
hsf,bioemu,2.3108
hsf,bioemu,2.0512
hsf,bioemu,1.893
hsf,bioemu,1.9627
hsf,bioemu,1.5999
hsf,bioemu,2.2186
hsf,bioemu,3.0062
hsf,bioemu,2.0683
hsf,bioemu,1.8948
hsf,bioemu,2.6793
hsf,bioemu,1.825
hsf,bioemu,1.6818
hsf,bioemu,2.2008
hsf,bioemu,1.9309
hsf,bioemu,2.0714
hsf,bioemu,2.1569
hsf,bioemu,1.919
hsf,bioemu,2.4947
hsf,bioemu,2.1455
hsf,bioemu,2.8095
hsf,bioemu,2.3746
hsf,bioemu,2.3383
hsf,bioemu,1.7011
hsf,bioemu,2.5313
hsf,bioemu,1.9968
hsf,bioemu,2.6852
hsf,bioemu,1.7495
hsf,bioemu,1.7602
hsf,bioemu,2.176
hsf,bioemu,1.8789
hsf,bioemu,2.215
hsf,bioemu,1.4393
hsf,bioemu,1.9425
hsf,bioemu,1.6534
hsf,bioemu,1.9471
hsf,bioemu,1.7788
hsf,bioemu,2.8169
hsf,bioemu,2.058
hsf,bioemu,1.6546
hsf,bioemu,2.5966
hsf,bioemu,1.974
hsf,bioemu,2.2802
hsf,bioemu,2.0914
hsf,bioemu,2.3164
hsf,bioemu,1.4295
hsf,bioemu,1.8331
hsf,bioemu,1.6213
hsf,bioemu,1.4767
hsf,bioemu,1.434
hsf,bioemu,1.5064
hsf,bioemu,1.6036
hsf,bioemu,1.7453
hsf,bioemu,2.7305
hsf,bioemu,1.6283
hsf,bioemu,1.7017
hsf,bioemu,2.2896
hsf,bioemu,2.0964
hsf,bioemu,1.3607
hsf,bioemu,1.761
hsf,bioemu,1.9498
hsf,bioemu,1.6864
hsf,bioemu,1.8384
hsf,bioemu,2.0021
hsf,bioemu,1.9856
hsf,bioemu,1.7522
hsf,bioemu,2.2888
hsf,bioemu,1.6937
hsf,bioemu,1.6898
hsf,bioemu,1.5228
hsf,bioemu,1.7852
hsf,bioemu,2.0317
hsf,bioemu,2.6059
hsf,bioemu,1.5975
hsf,bioemu,1.4223
hsf,bioemu,1.9722
hsf,bioemu,1.7268
hsf,bioemu,1.6154
hsf,bioemu,1.7079
hsf,bioemu,1.6194
hsf,bioemu,1.733
hsf,bioemu,1.6968
hsf,bioemu,1.5414
hsf,bioemu,2.5429
hsf,bioemu,1.4952
hsf,bioemu,1.8013
hsf,bioemu,2.0058
hsf,bioemu,1.642
hsf,bioemu,1.6039
hsf,bioemu,1.6413
hsf,bioemu,2.3648
hsf,bioemu,1.4383
hsf,bioemu,1.5339
hsf,bioemu,1.2713
hsf,bioemu,1.434
hsf,bioemu,1.1357
hsf,bioemu,1.5201
hsf,bioemu,1.333
hsf,bioemu,2.3632
hsf,bioemu,1.493
hsf,bioemu,1.6861
hsf,bioemu,2.3479
hsf,bioemu,2.106
hsf,bioemu,1.5652
hsf,bioemu,1.8555
hsf,bioemu,1.6767
hsf,bioemu,1.8468
hsf,bioemu,1.5904
hsf,bioemu,1.6083
hsf,bioemu,1.8617
hsf,bioemu,1.7673
hsf,bioemu,2.0668
hsf,bioemu,1.4563
hsf,bioemu,1.6616
hsf,bioemu,1.3887
hsf,bioemu,1.8468
hsf,bioemu,1.8688
hsf,bioemu,2.4453
hsf,bioemu,1.7033
hsf,bioemu,1.502
hsf,bioemu,1.8996
hsf,bioemu,1.5715
hsf,bioemu,1.7049
hsf,bioemu,1.7639
hsf,bioemu,1.6376
hsf,bioemu,1.8502
hsf,bioemu,1.5149
hsf,bioemu,1.4635
hsf,bioemu,2.282
hsf,bioemu,1.5895
hsf,bioemu,1.7089
hsf,bioemu,1.9279
hsf,bioemu,1.8371
hsf,bioemu,1.6459
hsf,bioemu,1.4637
hsf,bioemu,2.2464
hsf,bioemu,1.6821
hsf,bioemu,1.5955
hsf,bioemu,1.9537
hsf,bioemu,1.4654
hsf,bioemu,1.8306
hsf,bioemu,1.752
hsf,bioemu,2.0492
hsf,bioemu,1.9712
hsf,bioemu,1.8386
hsf,bioemu,3.0312
hsf,bioemu,2.4476
hsf,bioemu,2.0276
hsf,bioemu,2.2069
hsf,bioemu,2.1113
hsf,bioemu,2.2336
hsf,bioemu,1.7342
hsf,bioemu,1.7518
hsf,bioemu,2.0828
hsf,bioemu,2.1311
hsf,bioemu,1.8167
hsf,bioemu,1.3759
hsf,bioemu,2.0657
hsf,bioemu,1.8555
hsf,bioemu,1.7929
hsf,bioemu,2.1921
hsf,bioemu,2.4981
hsf,bioemu,2.0959
hsf,bioemu,2.0332
hsf,bioemu,1.7669
hsf,bioemu,1.5009
hsf,bioemu,2.0822
hsf,bioemu,2.0451
hsf,bioemu,1.6449
hsf,bioemu,2.4067
hsf,bioemu,1.9608
hsf,bioemu,1.9034
hsf,bioemu,2.1713
hsf,bioemu,1.7814
hsf,bioemu,2.0092
hsf,bioemu,2.0881
hsf,bioemu,2.256
hsf,bioemu,1.9543
hsf,bioemu,1.5851
hsf,bioemu,2.3577
hsf,bioemu,1.5216
hsf,bioemu,1.6469
hsf,bioemu,1.4522
hsf,bioemu,1.9214
hsf,bioemu,2.0513
hsf,bioemu,2.3565
hsf,bioemu,1.8418
hsf,bioemu,1.9161
hsf,bioemu,2.7213
hsf,bioemu,2.3827
hsf,bioemu,1.6099
hsf,bioemu,2.3484
hsf,bioemu,2.2655
hsf,bioemu,2.4354
hsf,bioemu,1.7129
hsf,bioemu,1.6542
hsf,bioemu,2.3057
hsf,bioemu,2.2636
hsf,bioemu,2.2425
hsf,bioemu,1.2585
hsf,bioemu,2.2847
hsf,bioemu,2.003
hsf,bioemu,2.1803
hsf,bioemu,1.9179
hsf,bioemu,2.0556
hsf,bioemu,1.8373
hsf,bioemu,1.5046
hsf,bioemu,2.2461
hsf,bioemu,1.8591
hsf,bioemu,2.1317
hsf,bioemu,2.0679
hsf,bioemu,1.7848
hsf,bioemu,2.0524
hsf,bioemu,1.9978
hsf,bioemu,1.8088
hsf,bioemu,1.8456
hsf,bioemu,1.5777
hsf,bioemu,2.0387
hsf,bioemu,1.5342
hsf,bioemu,2.0115
hsf,bioemu,1.932
hsf,bioemu,1.5865
hsf,bioemu,1.7217
hsf,bioemu,1.401
hsf,bioemu,1.2205
hsf,bioemu,1.5329
hsf,bioemu,1.3624
hsf,bioemu,2.2424
hsf,bioemu,1.594
hsf,bioemu,1.7392
hsf,bioemu,2.2879
hsf,bioemu,2.094
hsf,bioemu,1.4069
hsf,bioemu,1.6956
hsf,bioemu,1.7086
hsf,bioemu,1.8913
hsf,bioemu,1.4812
hsf,bioemu,1.4294
hsf,bioemu,2.0434
hsf,bioemu,1.6545
hsf,bioemu,2.129
hsf,bioemu,1.6789
hsf,bioemu,1.6998
hsf,bioemu,1.5323
hsf,bioemu,1.7528
hsf,bioemu,1.6774
hsf,bioemu,2.3905
hsf,bioemu,1.5723
hsf,bioemu,1.5015
hsf,bioemu,1.8866
hsf,bioemu,1.6051
hsf,bioemu,1.6326
hsf,bioemu,1.8434
hsf,bioemu,1.4951
hsf,bioemu,1.6879
hsf,bioemu,1.4892
hsf,bioemu,1.1826
hsf,bioemu,2.2019
hsf,bioemu,1.3855
hsf,bioemu,1.7852
hsf,bioemu,1.9382
hsf,bioemu,1.6852
hsf,bioemu,1.4029
hsf,bioemu,1.2976
hsf,bioemu,2.199
hsf,bioemu,1.433
hsf,bioemu,1.5326
hsf,bioemu,1.5903
hsf,bioemu,2.7111
hsf,bioemu,1.4367
hsf,bioemu,1.606
hsf,bioemu,2.1871
hsf,bioemu,1.9182
hsf,bioemu,1.193
hsf,bioemu,1.7332
hsf,bioemu,1.5582
hsf,bioemu,1.6403
hsf,bioemu,1.5636
hsf,bioemu,1.7068
hsf,bioemu,2.0304
hsf,bioemu,1.7284
hsf,bioemu,2.3327
hsf,bioemu,1.8759
hsf,bioemu,1.6617
hsf,bioemu,1.3029
hsf,bioemu,1.9252
hsf,bioemu,1.7552
hsf,bioemu,2.5845
hsf,bioemu,1.1753
hsf,bioemu,1.1621
hsf,bioemu,2.0093
hsf,bioemu,1.732
hsf,bioemu,1.5298
hsf,bioemu,1.495
hsf,bioemu,1.4699
hsf,bioemu,1.3592
hsf,bioemu,1.3942
hsf,bioemu,1.2463
hsf,bioemu,2.5239
hsf,bioemu,1.3225
hsf,bioemu,1.7805
hsf,bioemu,1.9792
hsf,bioemu,1.4658
hsf,bioemu,1.679
hsf,bioemu,1.4534
hsf,bioemu,2.2002
hsf,bioemu,1.5039
hsf,bioemu,1.5162
hsf,bioemu,2.3961
hsf,bioemu,1.5686
hsf,bioemu,1.7088
hsf,bioemu,2.5249
hsf,bioemu,2.0134
hsf,bioemu,1.4524
hsf,bioemu,2.0073
hsf,bioemu,1.845
hsf,bioemu,1.894
hsf,bioemu,1.2452
hsf,bioemu,1.4695
hsf,bioemu,2.022
hsf,bioemu,1.874
hsf,bioemu,1.8929
hsf,bioemu,1.4091
hsf,bioemu,1.7005
hsf,bioemu,1.3194
hsf,bioemu,1.7371
hsf,bioemu,1.7755
hsf,bioemu,2.2863
hsf,bioemu,1.4736
hsf,bioemu,1.5504
hsf,bioemu,1.8735
hsf,bioemu,1.5783
hsf,bioemu,1.8335
hsf,bioemu,1.5625
hsf,bioemu,1.459
hsf,bioemu,1.8515
hsf,bioemu,1.4854
hsf,bioemu,1.4281
hsf,bioemu,2.0051
hsf,bioemu,1.5201
hsf,bioemu,1.5675
hsf,bioemu,1.8442
hsf,bioemu,1.7907
hsf,bioemu,1.7068
hsf,bioemu,1.3381
hsf,bioemu,2.0896
hsf,bioemu,1.5616
hsf,bioemu,2.4795
hsf,bioemu,1.6261
hsf,bioemu,1.3979
hsf,bioemu,2.3114
hsf,bioemu,1.7594
hsf,bioemu,1.5438
hsf,bioemu,1.681
hsf,bioemu,1.5095
hsf,bioemu,1.7765
hsf,bioemu,1.7605
hsf,bioemu,1.7379
hsf,bioemu,1.7302
hsf,bioemu,1.4819
hsf,bioemu,2.2953
hsf,bioemu,1.8395
hsf,bioemu,1.7052
hsf,bioemu,1.3146
hsf,bioemu,1.5746
hsf,bioemu,1.6367
hsf,bioemu,2.6681
hsf,bioemu,1.4356
hsf,bioemu,1.5681
hsf,bioemu,1.6218
hsf,bioemu,1.2195
hsf,bioemu,1.4547
hsf,bioemu,1.4248
hsf,bioemu,1.4424
hsf,bioemu,1.6981
hsf,bioemu,1.4824
hsf,bioemu,1.1858
hsf,bioemu,2.5693
hsf,bioemu,1.7005
hsf,bioemu,1.381
hsf,bioemu,2.3713
hsf,bioemu,1.6256
hsf,bioemu,1.5849
hsf,bioemu,1.6417
hsf,bioemu,2.4514
hsf,bioemu,2.214
hsf,bioemu,1.8571
hsf,bioemu,1.4753
hsf,bioemu,2.1707
hsf,bioemu,2.0665
hsf,bioemu,1.6952
hsf,bioemu,1.5125
hsf,bioemu,1.3397
hsf,bioemu,1.758
hsf,bioemu,1.8872
hsf,bioemu,1.7877
hsf,bioemu,1.7223
hsf,bioemu,1.2449
hsf,bioemu,2.2263
hsf,bioemu,1.9793
hsf,bioemu,1.6975
hsf,bioemu,1.4837
hsf,bioemu,1.5788
hsf,bioemu,1.8799
hsf,bioemu,3.0265
hsf,bioemu,1.7123
hsf,bioemu,1.7232
hsf,bioemu,1.5576
hsf,bioemu,1.7205
hsf,bioemu,1.3926
hsf,bioemu,1.9579
hsf,bioemu,1.6688
hsf,bioemu,1.8819
hsf,bioemu,1.2845
hsf,bioemu,1.4644
hsf,bioemu,2.8383
hsf,bioemu,1.7526
hsf,bioemu,1.9512
hsf,bioemu,2.3659
hsf,bioemu,1.7205
hsf,bioemu,1.372
hsf,bioemu,1.7206
hsf,bioemu,2.7999
hsf,bioemu,2.6575
hsf,bioemu,2.2125
hsf,bioemu,2.9781
hsf,bioemu,2.6121
hsf,bioemu,2.6029
hsf,bioemu,2.6257
hsf,bioemu,2.5005
hsf,bioemu,3.178
hsf,bioemu,2.4498
hsf,bioemu,2.0646
hsf,bioemu,2.6912
hsf,bioemu,2.3849
hsf,bioemu,2.6868
hsf,bioemu,2.5023
hsf,bioemu,2.6762
hsf,bioemu,2.5692
hsf,bioemu,2.5155
hsf,bioemu,2.3422
hsf,bioemu,2.9405
hsf,bioemu,2.577
hsf,bioemu,2.5504
hsf,bioemu,2.416
hsf,bioemu,2.3274
hsf,bioemu,2.4446
hsf,bioemu,2.8065
hsf,bioemu,2.4678
hsf,bioemu,2.7916
hsf,bioemu,2.3919
hsf,bioemu,2.4842
hsf,bioemu,2.8402
hsf,bioemu,2.4126
hsf,bioemu,2.67
hsf,bioemu,2.7285
hsf,bioemu,2.6955
hsf,bioemu,2.218
hsf,bioemu,2.2595
hsf,bioemu,2.8887
hsf,bioemu,1.669
hsf,bioemu,2.3326
hsf,bioemu,1.8072
hsf,bioemu,1.794
hsf,bioemu,2.0581
hsf,bioemu,1.8971
hsf,bioemu,2.0235
hsf,bioemu,1.6137
hsf,bioemu,1.6863
hsf,bioemu,2.1668
hsf,bioemu,2.0445
hsf,bioemu,2.4431
hsf,bioemu,1.8478
hsf,bioemu,1.6656
hsf,bioemu,1.4642
hsf,bioemu,1.9927
hsf,bioemu,1.6214
hsf,bioemu,2.4758
hsf,bioemu,1.4245
hsf,bioemu,1.7467
hsf,bioemu,2.0273
hsf,bioemu,1.6676
hsf,bioemu,1.8336
hsf,bioemu,1.7404
hsf,bioemu,1.7149
hsf,bioemu,1.7566
hsf,bioemu,1.8537
hsf,bioemu,1.4701
hsf,bioemu,2.3726
hsf,bioemu,1.8079
hsf,bioemu,1.7025
hsf,bioemu,2.235
hsf,bioemu,1.9125
hsf,bioemu,1.751
hsf,bioemu,1.3671
hsf,bioemu,2.1991
hsf,bioemu,2.3851
hsf,bioemu,1.7113
hsf,bioemu,1.5502
hsf,bioemu,1.8084
hsf,bioemu,1.5093
hsf,bioemu,2.0119
hsf,bioemu,1.9591
hsf,bioemu,1.6173
hsf,bioemu,1.903
hsf,bioemu,1.5981
hsf,bioemu,2.3347
hsf,bioemu,1.9089
hsf,bioemu,1.9966
hsf,bioemu,1.5761
hsf,bioemu,1.7811
hsf,bioemu,1.7563
hsf,bioemu,2.786
hsf,bioemu,1.5955
hsf,bioemu,1.5872
hsf,bioemu,1.223
hsf,bioemu,1.4967
hsf,bioemu,1.6364
hsf,bioemu,1.6206
hsf,bioemu,1.6062
hsf,bioemu,1.8088
hsf,bioemu,1.3491
hsf,bioemu,1.5079
hsf,bioemu,2.5406
hsf,bioemu,1.5674
hsf,bioemu,1.8098
hsf,bioemu,2.2747
hsf,bioemu,1.6079
hsf,bioemu,1.6337
hsf,bioemu,1.6312
hsf,bioemu,2.3987
hsf,bioemu,2.2506
hsf,bioemu,2.304
hsf,bioemu,2.295
hsf,bioemu,2.2162
hsf,bioemu,2.7285
hsf,bioemu,2.6012
hsf,bioemu,2.5434
hsf,bioemu,2.5187
hsf,bioemu,2.1105
hsf,bioemu,3.4618
hsf,bioemu,3.0191
hsf,bioemu,2.1693
hsf,bioemu,2.2609
hsf,bioemu,2.6594
hsf,bioemu,2.1103
hsf,bioemu,3.3468
hsf,bioemu,2.2057
hsf,bioemu,2.1951
hsf,bioemu,2.8283
hsf,bioemu,2.6241
hsf,bioemu,1.7292
hsf,bioemu,2.6933
hsf,bioemu,2.8432
hsf,bioemu,2.2439
hsf,bioemu,2.14
hsf,bioemu,2.0527
hsf,bioemu,3.369
hsf,bioemu,2.5224
hsf,bioemu,2.4818
hsf,bioemu,2.7665
hsf,bioemu,2.2492
hsf,bioemu,2.0207
hsf,bioemu,2.447
hsf,bioemu,3.1825
hsf,bioemu,1.8919
hsf,bioemu,2.1341
hsf,bioemu,1.967
hsf,bioemu,2.1674
hsf,bioemu,1.8547
hsf,bioemu,1.8656
hsf,bioemu,2.2575
hsf,bioemu,2.0793
hsf,bioemu,2.8414
hsf,bioemu,2.3773
hsf,bioemu,1.7334
hsf,bioemu,1.5211
hsf,bioemu,2.3391
hsf,bioemu,1.6885
hsf,bioemu,2.8062
hsf,bioemu,1.5793
hsf,bioemu,1.9629
hsf,bioemu,2.19
hsf,bioemu,1.816
hsf,bioemu,1.8565
hsf,bioemu,1.6976
hsf,bioemu,2.1722
hsf,bioemu,1.6829
hsf,bioemu,1.7231
hsf,bioemu,1.6483
hsf,bioemu,2.7548
hsf,bioemu,1.9429
hsf,bioemu,1.5213
hsf,bioemu,2.4971
hsf,bioemu,1.9817
hsf,bioemu,2.1239
hsf,bioemu,1.9707
hsf,bioemu,2.5261
hsf,bioemu,1.7413
hsf,bioemu,1.6467
hsf,bioemu,1.9554
hsf,bioemu,1.8282
hsf,bioemu,1.6891
hsf,bioemu,2.1102
hsf,bioemu,1.8181
hsf,bioemu,2.468
hsf,bioemu,1.9036
hsf,bioemu,1.9787
hsf,bioemu,1.5072
hsf,bioemu,2.0466
hsf,bioemu,1.7331
hsf,bioemu,2.4213
hsf,bioemu,1.3185
hsf,bioemu,0.9975
hsf,bioemu,2.0327
hsf,bioemu,1.7926
hsf,bioemu,1.6594
hsf,bioemu,1.6055
hsf,bioemu,1.6313
hsf,bioemu,1.3493
hsf,bioemu,1.3765
hsf,bioemu,1.3441
hsf,bioemu,2.3964
hsf,bioemu,1.1839
hsf,bioemu,1.7938
hsf,bioemu,1.8801
hsf,bioemu,1.1903
hsf,bioemu,1.7067
hsf,bioemu,1.5994
hsf,bioemu,2.1218
hsf,bioemu,1.5205
hsf,bioemu,1.7578
hsf,bioemu,2.265
hsf,bioemu,2.2819
hsf,bioemu,2.0962
hsf,bioemu,1.4634
hsf,bioemu,2.65
hsf,bioemu,2.4358
hsf,bioemu,1.7339
hsf,bioemu,1.7114
hsf,bioemu,1.9169
hsf,bioemu,2.0294
hsf,bioemu,3.235
hsf,bioemu,1.8101
hsf,bioemu,1.7934
hsf,bioemu,1.9288
hsf,bioemu,1.9161
hsf,bioemu,1.5808
hsf,bioemu,2.0189
hsf,bioemu,1.7137
hsf,bioemu,1.8573
hsf,bioemu,1.6201
hsf,bioemu,1.439
hsf,bioemu,3.0239
hsf,bioemu,1.9018
hsf,bioemu,1.9502
hsf,bioemu,2.7183
hsf,bioemu,1.7488
hsf,bioemu,1.6765
hsf,bioemu,1.9781
hsf,bioemu,2.9991
hsf,bioemu,1.988
hsf,bioemu,2.1733
hsf,bioemu,1.9
hsf,bioemu,1.9366
hsf,bioemu,1.6175
hsf,bioemu,2.7573
hsf,bioemu,2.35
hsf,bioemu,1.939
hsf,bioemu,1.6041
hsf,bioemu,2.019
hsf,bioemu,1.703
hsf,bioemu,3.0909
hsf,bioemu,1.7602
hsf,bioemu,1.573
hsf,bioemu,1.6875
hsf,bioemu,1.6553
hsf,bioemu,1.4953
hsf,bioemu,1.866
hsf,bioemu,1.7219
hsf,bioemu,1.829
hsf,bioemu,1.4055
hsf,bioemu,1.4295
hsf,bioemu,2.9319
hsf,bioemu,1.9038
hsf,bioemu,1.8237
hsf,bioemu,2.5737
hsf,bioemu,1.6853
hsf,bioemu,1.7667
hsf,bioemu,1.7871
hsf,bioemu,2.7184
hsf,bioemu,1.9588
hsf,bioemu,2.3923
hsf,bioemu,2.0906
hsf,bioemu,1.7558
hsf,bioemu,2.2055
hsf,bioemu,2.2437
hsf,bioemu,1.5884
hsf,bioemu,1.5885
hsf,bioemu,1.8039
hsf,bioemu,2.5319
hsf,bioemu,3.329
hsf,bioemu,1.8745
hsf,bioemu,2.1063
hsf,bioemu,1.9651
hsf,bioemu,1.866
hsf,bioemu,1.9444
hsf,bioemu,1.7223
hsf,bioemu,1.6463
hsf,bioemu,1.9549
hsf,bioemu,1.8758
hsf,bioemu,1.6812
hsf,bioemu,3.2893
hsf,bioemu,1.9498
hsf,bioemu,2.0509
hsf,bioemu,2.7487
hsf,bioemu,2.0147
hsf,bioemu,2.1079
hsf,bioemu,2.1632
hsf,bioemu,3.1122
hsf,bioemu,1.4132
hsf,bioemu,2.2487
hsf,bioemu,2.1769
hsf,bioemu,2.0328
hsf,bioemu,1.6903
hsf,bioemu,1.518
hsf,bioemu,1.4955
hsf,bioemu,2.0744
hsf,bioemu,1.8704
hsf,bioemu,2.1714
hsf,bioemu,1.673
hsf,bioemu,1.8491
hsf,bioemu,2.2674
hsf,bioemu,1.7711
hsf,bioemu,2.036
hsf,bioemu,1.6805
hsf,bioemu,1.828
hsf,bioemu,1.8389
hsf,bioemu,1.7744
hsf,bioemu,1.5586
hsf,bioemu,2.1163
hsf,bioemu,1.536
hsf,bioemu,1.7266
hsf,bioemu,1.9289
hsf,bioemu,2.1092
hsf,bioemu,2.0087
hsf,bioemu,1.442
hsf,bioemu,2.0938
hsf,bioemu,2.4276
hsf,bioemu,2.1939
hsf,bioemu,2.5281
hsf,bioemu,1.8586
hsf,bioemu,2.1086
hsf,bioemu,1.7173
hsf,bioemu,2.3453
hsf,bioemu,1.6493
hsf,bioemu,2.0818
hsf,bioemu,1.7179
hsf,bioemu,1.6732
hsf,bioemu,2.1092
hsf,bioemu,1.814
hsf,bioemu,2.0474
hsf,bioemu,1.7951
hsf,bioemu,1.9449
hsf,bioemu,1.8011
hsf,bioemu,1.6519
hsf,bioemu,1.5952
hsf,bioemu,2.0035
hsf,bioemu,1.5491
hsf,bioemu,1.8885
hsf,bioemu,1.8762
hsf,bioemu,1.9811
hsf,bioemu,2.0148
hsf,bioemu,1.3584
hsf,bioemu,1.7319
hsf,bioemu,1.7799
hsf,bioemu,2.2059
hsf,bioemu,2.0601
hsf,bioemu,1.9878
hsf,bioemu,2.0563
hsf,bioemu,1.6265
hsf,bioemu,2.2311
hsf,bioemu,3.1689
hsf,bioemu,2.049
hsf,bioemu,2.103
hsf,bioemu,2.01
hsf,bioemu,1.6637
hsf,bioemu,1.4314
hsf,bioemu,2.1494
hsf,bioemu,1.9423
hsf,bioemu,2.3351
hsf,bioemu,1.9672
hsf,bioemu,1.9535
hsf,bioemu,3.0083
hsf,bioemu,2.1443
hsf,bioemu,1.9991
hsf,bioemu,2.5093
hsf,bioemu,2.1114
hsf,bioemu,1.7933
hsf,bioemu,2.1833
hsf,bioemu,3.0095
hsf,bioemu,2.3994
hsf,bioemu,2.3183
hsf,bioemu,1.7518
hsf,bioemu,1.6596
