pilot,entry,base_pearsonr,aug_pearsonr,base_spearmanr,aug_spearmanr,base_auroc,aug_auroc,base_ic_weighted_pcc,aug_ic_weighted_pcc,base_mae,aug_mae
err,1gu5_A_MA0466.3.jaspar.npz,0.2998917875277888,0.27014000724860426,0.19393979980400508,0.1514659958733326,0.689453125,0.652126736111111,0.2982084700149499,0.28047896617600027,0.9302646021048228,0.9899927377700806
err,1hjb_F_RUNX1_MOUSE.H11MO.0.A.npz,0.67959067392426,0.6825359186709479,0.5070376999897445,0.527708584545612,0.9318402777777778,0.9224652777777779,0.5836979034655398,0.6131418268906778,0.4949230154355367,0.4551669756571452
err,1le8_B_MA0328.2.jaspar.npz,0.6621075736663139,0.7246242394103319,0.5326124082401873,0.586387904840665,0.8077777777777779,0.8669135802469136,0.5456290837447985,0.5324069261137102,0.7470830281575521,0.677118569612503
err,1n6j_A_MA0660.1.jaspar.npz,0.7604249627135383,0.6503568912215997,0.6794062928604957,0.6105292004353098,0.9555121527777777,0.9077690972222222,0.6747088354590769,0.6708133262574213,0.4733261714378993,0.5910742978254954
err,1n6j_B_MEF2B_HUMAN.H11MO.0.A.npz,0.635999468549077,0.5288358359442402,0.6488096108325954,0.5480883767874025,0.8016187956664148,0.7341899722852103,0.39928452974541906,0.3986585359436105,0.6503153642018636,0.7348825335502625
err,1pzu_H_NFAC2_HUMAN.H11MO.0.B.npz,0.6644499379666134,0.7188221293941347,0.5499584267659023,0.5400179027994527,0.9600694444444443,0.9730902777777778,0.6606827295243464,0.8002066030041326,0.6230470289786657,0.6110525478919347
err,1pzu_L_MA0152.1.jaspar.npz,0.8487289378503596,0.8669500519301638,0.6554235374046066,0.5606109169834149,0.9887152777777778,0.9878472222222222,0.7388904471652801,0.7611904740298018,0.37054381271203357,0.37622132152318954
err,1r0n_A_MA0115.1.jaspar.npz,0.4917130975696233,0.5147755421057809,0.43203975480273044,0.461016841664474,0.8121141975308642,0.8140432098765432,0.5069720153489486,0.5318042403442723,0.8265986641248068,0.796306441227595
err,1ram_A_TF65_MOUSE.H11MO.0.A.npz,0.4374048697539062,0.42165169417833875,0.44833333333333325,0.46,0.858888888888889,0.8005555555555555,0.284513239187055,0.22338865244731335,0.8662526706854502,0.9032642543315887
err,1ram_B_TF65_MOUSE.H11MO.0.A.npz,0.4374048515543109,0.4216517410649734,0.44833333333333325,0.46,0.858888888888889,0.8005555555555555,0.28451323574569326,0.22338867579195817,0.8662526408831278,0.9032642543315887
err,1srs_A_SRF_HUMAN.H11MO.0.A.npz,0.708793351368513,0.6549918410010198,0.5992057616274626,0.5200291199460271,0.8680246913580247,0.8400462962962963,0.5852524646485852,0.46370721521595476,0.5519634832938513,0.6111419945955276
